Territorio;Nivel educativo;Sexo;Titularidad del centro;Año/Curso;value
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Total;Centros públicos;2018-2019;275
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2018-2019;97
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2015-2016;8
"Murcia; Región de";Total FP;Total;Todos los centros;2017-2018;30
"Murcia; Región de";Total FP;Total;Todos los centros;2015-2016;20
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2015-2016;0
"Murcia; Región de";FP Básica y Grado Medio;Hombres;Centros privados;2015-2016;0
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2015-2016;12
"Murcia; Región de";FP Básica;Mujeres;Centros privados;2018-2019;0
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2017-2018;13
"Murcia; Región de";FP Grado Medio;Mujeres;Centros públicos;2015-2016;0
"Murcia; Región de";FP Grado Superior;Mujeres;Todos los centros;2018-2019;65
"Murcia; Región de";FP Básica;Hombres;Todos los centros;2015-2016;0
"Murcia; Región de";FP Básica y Grado Medio;Mujeres;Todos los centros;2018-2019;33
"Murcia; Región de";Total FP;Hombres;Centros privados;2018-2019;34
"Murcia; Región de";FP Grado Medio;Total;Todos los centros;2018-2019;120
"Murcia; Región de";FP Grado Superior;Total;Centros públicos;2018-2019;181
"Murcia; Región de";FP Grado Medio;Total;Todos los centros;2017-2018;0
"Murcia; Región de";FP Grado Medio;Total;Todos los centros;2015-2016;0
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2018-2019;184
"Murcia; Región de";FP Grado Medio;Mujeres;Todos los centros;2018-2019;32
"Murcia; Región de";Total FP;Total;Centros privados;2018-2019;40
"Murcia; Región de";FP Grado Superior;Total;Centros públicos;2015-2016;0
"Murcia; Región de";Total FP;Mujeres;Todos los centros;2015-2016;12
"Murcia; Región de";FP Grado Medio;Hombres;Todos los centros;2015-2016;0
"Murcia; Región de";FP Grado Superior;Total;Todos los centros;2015-2016;20
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Total;Todos los centros;2018-2019;308
"Murcia; Región de";FP Básica;Total;Centros públicos;2015-2016;0
"Murcia; Región de";FP Grado Superior;Total;Todos los centros;2018-2019;188
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Total;Centros públicos;2015-2016;0
"Murcia; Región de";FP Básica;Mujeres;Todos los centros;2015-2016;0
"Murcia; Región de";FP Grado Medio;Mujeres;Centros privados;2018-2019;3
"Murcia; Región de";FP Básica y Grado Medio;Hombres;Todos los centros;2015-2016;0
"Murcia; Región de";Total FP;Mujeres;Todos los centros;2018-2019;98
"Murcia; Región de";FP Básica;Hombres;Centros públicos;2018-2019;2
"Murcia; Región de";FP Básica;Total;Todos los centros;2018-2019;10
"Murcia; Región de";FP Básica y Grado Medio;Hombres;Centros privados;2017-2018;0
"Murcia; Región de";FP Básica;Mujeres;Centros privados;2015-2016;0
"Murcia; Región de";FP Grado Superior;Hombres;Centros públicos;2018-2019;119
"Murcia; Región de";FP Grado Superior;Total;Centros privados;2017-2018;30
"Murcia; Región de";FP Básica;Hombres;Todos los centros;2018-2019;9
"Murcia; Región de";FP Básica y Grado Medio;Mujeres;Centros públicos;2015-2016;0
"Murcia; Región de";FP Básica y Grado Medio;Mujeres;Centros privados;2018-2019;3
"Murcia; Región de";FP Grado Medio;Mujeres;Centros privados;2015-2016;0
"Murcia; Región de";FP Grado Medio;Hombres;Centros públicos;2015-2016;0
"Murcia; Región de";FP Grado Medio;Hombres;Centros privados;2017-2018;0
"Murcia; Región de";FP Básica y Grado Medio;Hombres;Todos los centros;2018-2019;97
"Murcia; Región de";FP Básica y Grado Medio;Total;Centros privados;2018-2019;33
"Murcia; Región de";FP Grado Medio;Total;Centros privados;2018-2019;26
"Murcia; Región de";FP Básica;Hombres;Centros públicos;2015-2016;0
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2017-2018;0
"Murcia; Región de";FP Básica y Grado Medio;Hombres;Centros públicos;2015-2016;0
"Murcia; Región de";FP Básica;Mujeres;Centros públicos;2015-2016;0
"Murcia; Región de";FP Básica y Grado Medio;Total;Centros privados;2017-2018;0
"Murcia; Región de";FP Grado Superior;Hombres;Centros privados;2015-2016;8
"Murcia; Región de";FP Grado Superior;Hombres;Todos los centros;2015-2016;8
"Murcia; Región de";FP Grado Medio;Mujeres;Centros públicos;2017-2018;0
"Murcia; Región de";FP Grado Superior;Mujeres;Todos los centros;2015-2016;12
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2018-2019;211
"Murcia; Región de";FP Grado Medio;Mujeres;Centros privados;2017-2018;0
"Murcia; Región de";FP Grado Superior;Total;Centros públicos;2017-2018;0
"Murcia; Región de";FP Básica;Total;Centros públicos;2017-2018;0
"Murcia; Región de";FP Grado Superior;Mujeres;Centros públicos;2018-2019;62
"Murcia; Región de";FP Grado Superior;Mujeres;Centros públicos;2017-2018;0
"Murcia; Región de";Total FP;Hombres;Todos los centros;2018-2019;220
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2018-2019;91
"Murcia; Región de";FP Grado Superior;Total;Todos los centros;2017-2018;30
"Murcia; Región de";FP Grado Medio;Total;Centros públicos;2017-2018;0
"Murcia; Región de";Total FP;Hombres;Todos los centros;2017-2018;13
"Murcia; Región de";FP Básica y Grado Medio;Hombres;Centros públicos;2017-2018;0
"Murcia; Región de";FP Grado Superior;Mujeres;Centros privados;2015-2016;12
"Murcia; Región de";Total FP;Hombres;Centros privados;2015-2016;8
"Murcia; Región de";FP Básica y Grado Medio;Total;Centros privados;2015-2016;0
"Murcia; Región de";Total FP;Total;Centros públicos;2018-2019;278
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2018-2019;27
"Murcia; Región de";FP Básica;Total;Todos los centros;2015-2016;0
"Murcia; Región de";FP Básica y Grado Medio;Total;Centros públicos;2018-2019;97
"Murcia; Región de";FP Grado Medio;Hombres;Todos los centros;2018-2019;88
"Murcia; Región de";Total FP;Mujeres;Centros privados;2017-2018;17
"Murcia; Región de";FP Básica y Grado Medio;Total;Todos los centros;2015-2016;0
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2017-2018;13
"Murcia; Región de";FP Básica;Mujeres;Centros públicos;2017-2018;0
"Murcia; Región de";FP Básica;Total;Centros privados;2018-2019;7
"Murcia; Región de";FP Básica y Grado Medio;Hombres;Centros públicos;2018-2019;67
"Murcia; Región de";FP Grado Medio;Hombres;Centros privados;2015-2016;0
"Murcia; Región de";FP Grado Medio;Total;Centros privados;2017-2018;0
"Murcia; Región de";Total FP;Mujeres;Centros públicos;2015-2016;0
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Total;Todos los centros;2017-2018;30
"Murcia; Región de";FP Básica;Hombres;Centros privados;2017-2018;0
"Murcia; Región de";Total FP;Mujeres;Centros públicos;2018-2019;92
"Murcia; Región de";Total FP;Total;Centros privados;2017-2018;30
"Murcia; Región de";FP Básica;Hombres;Centros públicos;2017-2018;0
"Murcia; Región de";FP Grado Medio;Mujeres;Todos los centros;2017-2018;0
"Murcia; Región de";Total FP;Mujeres;Centros privados;2015-2016;12
"Murcia; Región de";Total FP;Hombres;Centros privados;2017-2018;13
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Total;Todos los centros;2015-2016;20
"Murcia; Región de";FP Grado Superior;Hombres;Centros privados;2018-2019;4
"Murcia; Región de";Total FP;Total;Todos los centros;2018-2019;318
"Murcia; Región de";FP Básica y Grado Medio;Mujeres;Todos los centros;2015-2016;0
"Murcia; Región de";FP Básica;Total;Centros públicos;2018-2019;3
"Murcia; Región de";FP Básica;Mujeres;Todos los centros;2018-2019;1
"Murcia; Región de";FP Grado Superior;Total;Centros privados;2018-2019;7
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Total;Centros privados;2015-2016;20
"Murcia; Región de";FP Básica y Grado Medio;Mujeres;Todos los centros;2017-2018;0
"Murcia; Región de";FP Básica;Mujeres;Centros privados;2017-2018;0
"Murcia; Región de";FP Grado Superior;Hombres;Centros públicos;2017-2018;0
"Murcia; Región de";Total FP;Mujeres;Todos los centros;2017-2018;17
"Murcia; Región de";FP Básica;Total;Centros privados;2017-2018;0
"Murcia; Región de";FP Grado Superior;Hombres;Todos los centros;2018-2019;123
"Murcia; Región de";FP Básica y Grado Medio;Mujeres;Centros públicos;2017-2018;0
"Murcia; Región de";FP Grado Superior;Mujeres;Todos los centros;2017-2018;17
"Murcia; Región de";FP Básica y Grado Medio;Mujeres;Centros privados;2017-2018;0
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Total;Centros públicos;2017-2018;0
"Murcia; Región de";FP Básica y Grado Medio;Mujeres;Centros públicos;2018-2019;30
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2015-2016;8
"Murcia; Región de";FP Grado Medio;Total;Centros públicos;2015-2016;0
"Murcia; Región de";Total FP;Hombres;Centros públicos;2017-2018;0
"Murcia; Región de";FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2017-2018;0
"Murcia; Región de";FP Grado Superior;Hombres;Centros privados;2017-2018;13
"Murcia; Región de";FP Grado Medio;Hombres;Centros privados;2018-2019;23
"Murcia; Región de";FP Grado Superior;Total;Centros privados;2015-2016;20
"Murcia; Región de";FP Básica;Hombres;Centros privados;2018-2019;7
Ceuta;FP Grado Superior;Hombres;Todos los centros;2018-2019;0
Ceuta;FP Grado Medio y FP Grado Superior;Total;Centros privados;2017-2018;0
Ceuta;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2015-2016;0
Ceuta;FP Básica y Grado Medio;Mujeres;Centros privados;2017-2018;0
Ceuta;FP Básica;Total;Centros privados;2015-2016;0
Ceuta;FP Básica y Grado Medio;Hombres;Centros públicos;2017-2018;0
Ceuta;FP Grado Superior;Hombres;Centros privados;2017-2018;0
Ceuta;FP Básica y Grado Medio;Total;Centros privados;2017-2018;0
Ceuta;FP Básica;Mujeres;Centros públicos;2016-2017;0
Ceuta;Total FP;Total;Todos los centros;2018-2019;0
Ceuta;Total FP;Mujeres;Todos los centros;2018-2019;0
Ceuta;FP Básica;Mujeres;Todos los centros;2017-2018;0
Ceuta;Total FP;Mujeres;Centros públicos;2016-2017;0
Ceuta;Total FP;Mujeres;Centros privados;2018-2019;0
Ceuta;FP Grado Medio;Hombres;Todos los centros;2017-2018;0
Ceuta;Total FP;Total;Todos los centros;2016-2017;0
Ceuta;FP Grado Medio;Mujeres;Centros públicos;2017-2018;0
Ceuta;FP Grado Superior;Mujeres;Todos los centros;2017-2018;0
Ceuta;Total FP;Hombres;Centros públicos;2018-2019;0
Ceuta;FP Grado Superior;Total;Todos los centros;2016-2017;0
Ceuta;FP Básica;Hombres;Centros privados;2015-2016;0
Ceuta;Total FP;Mujeres;Centros privados;2016-2017;0
Ceuta;FP Básica;Hombres;Todos los centros;2018-2019;0
Ceuta;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2017-2018;0
Ceuta;FP Básica y Grado Medio;Mujeres;Centros públicos;2018-2019;0
Ceuta;FP Grado Superior;Total;Todos los centros;2017-2018;0
Ceuta;FP Básica y Grado Medio;Hombres;Centros privados;2018-2019;0
Ceuta;FP Grado Medio;Hombres;Centros privados;2016-2017;0
Ceuta;FP Básica;Mujeres;Centros públicos;2018-2019;0
Ceuta;FP Grado Medio;Hombres;Todos los centros;2018-2019;0
Ceuta;FP Grado Superior;Total;Todos los centros;2018-2019;0
Ceuta;FP Básica y Grado Medio;Hombres;Centros públicos;2018-2019;0
Ceuta;FP Grado Medio;Total;Centros privados;2018-2019;0
Ceuta;FP Básica;Hombres;Centros privados;2017-2018;0
Ceuta;FP Básica;Total;Centros públicos;2017-2018;0
Ceuta;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2018-2019;0
Ceuta;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2017-2018;0
Ceuta;FP Grado Medio;Hombres;Centros públicos;2018-2019;0
Ceuta;FP Grado Superior;Mujeres;Centros públicos;2016-2017;0
Ceuta;FP Grado Superior;Mujeres;Centros privados;2016-2017;0
Ceuta;FP Grado Superior;Total;Centros privados;2015-2016;0
Ceuta;FP Grado Medio;Total;Centros públicos;2018-2019;0
Ceuta;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2018-2019;0
Ceuta;FP Básica y Grado Medio;Mujeres;Centros públicos;2016-2017;0
Ceuta;FP Grado Medio;Hombres;Centros públicos;2016-2017;0
Ceuta;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2018-2019;0
Ceuta;FP Básica;Hombres;Centros públicos;2015-2016;0
Ceuta;FP Grado Medio;Total;Centros privados;2016-2017;0
Ceuta;FP Básica;Total;Centros privados;2016-2017;0
Ceuta;FP Básica y Grado Medio;Hombres;Centros privados;2017-2018;0
Ceuta;FP Grado Medio;Mujeres;Centros públicos;2015-2016;0
Ceuta;FP Grado Medio;Hombres;Centros públicos;2015-2016;0
Ceuta;FP Básica y Grado Medio;Mujeres;Centros privados;2016-2017;0
Ceuta;Total FP;Hombres;Todos los centros;2015-2016;0
Ceuta;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2018-2019;0
Ceuta;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2017-2018;0
Ceuta;FP Grado Superior;Total;Centros públicos;2015-2016;0
Ceuta;Total FP;Total;Centros públicos;2017-2018;0
Ceuta;FP Básica y Grado Medio;Mujeres;Centros públicos;2015-2016;0
Ceuta;FP Grado Superior;Mujeres;Todos los centros;2016-2017;0
Ceuta;FP Básica;Hombres;Centros públicos;2017-2018;0
Ceuta;FP Básica;Hombres;Todos los centros;2016-2017;0
Ceuta;Total FP;Total;Centros públicos;2018-2019;0
Ceuta;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2016-2017;0
Ceuta;FP Grado Superior;Total;Centros privados;2016-2017;0
Ceuta;FP Básica;Hombres;Centros privados;2018-2019;0
Ceuta;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2016-2017;0
Ceuta;FP Básica;Total;Centros públicos;2015-2016;0
Ceuta;FP Básica y Grado Medio;Total;Todos los centros;2015-2016;0
Ceuta;FP Básica;Total;Centros privados;2017-2018;0
Ceuta;FP Grado Medio;Total;Centros públicos;2015-2016;0
Ceuta;FP Básica;Total;Todos los centros;2016-2017;0
Ceuta;FP Grado Medio;Total;Centros privados;2015-2016;0
Ceuta;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2017-2018;0
Ceuta;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2016-2017;0
Ceuta;FP Grado Superior;Mujeres;Todos los centros;2015-2016;0
Ceuta;FP Grado Superior;Total;Todos los centros;2015-2016;0
Ceuta;Total FP;Total;Centros públicos;2016-2017;0
Ceuta;FP Básica;Hombres;Centros privados;2016-2017;0
Ceuta;Total FP;Hombres;Todos los centros;2016-2017;0
Ceuta;FP Grado Superior;Total;Centros privados;2017-2018;0
Ceuta;FP Básica;Mujeres;Centros privados;2018-2019;0
Ceuta;FP Grado Medio y FP Grado Superior;Total;Centros privados;2015-2016;0
Ceuta;FP Básica y Grado Medio;Mujeres;Todos los centros;2018-2019;0
Ceuta;FP Básica;Mujeres;Centros privados;2017-2018;0
Ceuta;Total FP;Mujeres;Centros privados;2015-2016;0
Ceuta;FP Grado Medio;Mujeres;Centros privados;2017-2018;0
Ceuta;FP Básica;Mujeres;Centros privados;2015-2016;0
Ceuta;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2018-2019;0
Ceuta;FP Grado Medio;Mujeres;Todos los centros;2017-2018;0
Ceuta;FP Básica y Grado Medio;Mujeres;Todos los centros;2016-2017;0
Ceuta;FP Básica;Mujeres;Centros públicos;2017-2018;0
Ceuta;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2015-2016;0
Ceuta;FP Básica y Grado Medio;Mujeres;Centros privados;2015-2016;0
Ceuta;FP Básica y Grado Medio;Total;Centros privados;2015-2016;0
Ceuta;FP Grado Superior;Hombres;Centros públicos;2017-2018;0
Ceuta;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2015-2016;0
Ceuta;Total FP;Total;Centros privados;2015-2016;0
Ceuta;FP Básica;Total;Todos los centros;2018-2019;0
Ceuta;FP Grado Superior;Hombres;Centros privados;2016-2017;0
Ceuta;FP Grado Medio y FP Grado Superior;Total;Centros privados;2016-2017;0
Ceuta;Total FP;Total;Todos los centros;2017-2018;0
Ceuta;FP Grado Medio;Total;Todos los centros;2017-2018;0
Ceuta;FP Básica;Mujeres;Todos los centros;2018-2019;0
Ceuta;FP Grado Superior;Mujeres;Centros privados;2017-2018;0
Ceuta;FP Grado Superior;Mujeres;Centros públicos;2018-2019;0
Ceuta;FP Grado Superior;Total;Centros públicos;2016-2017;0
Ceuta;FP Grado Superior;Mujeres;Centros privados;2015-2016;0
Ceuta;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2016-2017;0
Ceuta;FP Grado Superior;Total;Centros públicos;2017-2018;0
Ceuta;FP Grado Medio;Mujeres;Centros públicos;2016-2017;0
Ceuta;Total FP;Hombres;Todos los centros;2018-2019;0
Ceuta;FP Básica;Total;Centros públicos;2016-2017;0
Ceuta;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2016-2017;0
Ceuta;FP Básica;Total;Todos los centros;2017-2018;0
Ceuta;FP Grado Superior;Hombres;Centros públicos;2016-2017;0
Ceuta;FP Básica y Grado Medio;Hombres;Centros públicos;2016-2017;0
Ceuta;FP Básica;Hombres;Centros públicos;2016-2017;0
Ceuta;FP Básica y Grado Medio;Mujeres;Todos los centros;2017-2018;0
Ceuta;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2015-2016;0
Ceuta;FP Básica y Grado Medio;Hombres;Centros privados;2015-2016;0
Ceuta;FP Básica y Grado Medio;Hombres;Todos los centros;2016-2017;0
Ceuta;Total FP;Mujeres;Centros públicos;2015-2016;0
Ceuta;Total FP;Hombres;Centros públicos;2015-2016;0
Ceuta;FP Básica;Total;Centros públicos;2018-2019;0
Ceuta;FP Básica y Grado Medio;Mujeres;Centros privados;2018-2019;0
Ceuta;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2017-2018;0
Ceuta;FP Básica y Grado Medio;Total;Todos los centros;2017-2018;0
Ceuta;Total FP;Mujeres;Centros privados;2017-2018;0
Ceuta;FP Básica y Grado Medio;Total;Centros privados;2018-2019;0
Ceuta;FP Grado Superior;Mujeres;Centros públicos;2017-2018;0
Ceuta;FP Básica y Grado Medio;Total;Centros públicos;2016-2017;0
Ceuta;Total FP;Total;Todos los centros;2015-2016;0
Ceuta;FP Básica;Total;Todos los centros;2015-2016;0
Ceuta;FP Grado Superior;Hombres;Centros privados;2018-2019;0
Ceuta;FP Grado Medio;Total;Todos los centros;2018-2019;0
Ceuta;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2016-2017;0
Ceuta;Total FP;Mujeres;Todos los centros;2016-2017;0
Ceuta;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2016-2017;0
Ceuta;FP Grado Superior;Total;Centros públicos;2018-2019;0
Ceuta;FP Grado Medio;Total;Todos los centros;2015-2016;0
Ceuta;FP Grado Medio;Mujeres;Centros privados;2018-2019;0
Ceuta;FP Básica;Hombres;Todos los centros;2017-2018;0
Ceuta;FP Básica y Grado Medio;Total;Centros públicos;2015-2016;0
Ceuta;FP Grado Medio;Total;Centros públicos;2016-2017;0
Ceuta;FP Básica y Grado Medio;Total;Todos los centros;2018-2019;0
Ceuta;FP Grado Medio;Mujeres;Centros privados;2015-2016;0
Ceuta;Total FP;Hombres;Centros privados;2017-2018;0
Ceuta;FP Grado Superior;Total;Centros privados;2018-2019;0
Ceuta;FP Grado Medio;Mujeres;Todos los centros;2015-2016;0
Ceuta;Total FP;Mujeres;Todos los centros;2017-2018;0
Ceuta;FP Básica;Total;Centros privados;2018-2019;0
Ceuta;FP Grado Medio;Mujeres;Todos los centros;2016-2017;0
Ceuta;FP Básica;Mujeres;Todos los centros;2015-2016;0
Ceuta;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2018-2019;0
Ceuta;Total FP;Hombres;Todos los centros;2017-2018;0
Ceuta;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2015-2016;0
Ceuta;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2017-2018;0
Ceuta;FP Grado Superior;Mujeres;Todos los centros;2018-2019;0
Ceuta;Total FP;Total;Centros privados;2017-2018;0
Ceuta;FP Básica;Mujeres;Centros públicos;2015-2016;0
Ceuta;Total FP;Hombres;Centros privados;2018-2019;0
Ceuta;FP Grado Medio;Total;Centros públicos;2017-2018;0
Ceuta;FP Grado Superior;Hombres;Todos los centros;2015-2016;0
Ceuta;FP Básica y Grado Medio;Mujeres;Centros públicos;2017-2018;0
Ceuta;Total FP;Total;Centros privados;2016-2017;0
Ceuta;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2015-2016;0
Ceuta;FP Básica;Hombres;Centros públicos;2018-2019;0
Ceuta;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2018-2019;0
Ceuta;FP Grado Medio;Total;Centros privados;2017-2018;0
Ceuta;FP Grado Medio;Hombres;Todos los centros;2015-2016;0
Ceuta;FP Básica y Grado Medio;Hombres;Todos los centros;2015-2016;0
Ceuta;FP Grado Superior;Hombres;Todos los centros;2017-2018;0
Ceuta;FP Básica y Grado Medio;Total;Todos los centros;2016-2017;0
Ceuta;FP Grado Medio;Hombres;Centros privados;2018-2019;0
Ceuta;FP Grado Superior;Hombres;Todos los centros;2016-2017;0
Ceuta;Total FP;Mujeres;Centros públicos;2017-2018;0
Ceuta;Total FP;Hombres;Centros públicos;2016-2017;0
Ceuta;FP Grado Medio;Total;Todos los centros;2016-2017;0
Ceuta;FP Básica y Grado Medio;Hombres;Centros públicos;2015-2016;0
Ceuta;Total FP;Mujeres;Todos los centros;2015-2016;0
Ceuta;Total FP;Total;Centros públicos;2015-2016;0
Ceuta;FP Básica y Grado Medio;Total;Centros públicos;2017-2018;0
Ceuta;FP Grado Medio;Hombres;Centros públicos;2017-2018;0
Ceuta;FP Grado Medio y FP Grado Superior;Total;Centros privados;2018-2019;0
Ceuta;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2017-2018;0
Ceuta;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2016-2017;0
Ceuta;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2015-2016;0
Ceuta;FP Básica y Grado Medio;Hombres;Todos los centros;2018-2019;0
Ceuta;FP Grado Medio;Hombres;Centros privados;2017-2018;0
Ceuta;FP Básica y Grado Medio;Total;Centros públicos;2018-2019;0
Ceuta;FP Grado Medio;Mujeres;Todos los centros;2018-2019;0
Ceuta;FP Grado Superior;Hombres;Centros privados;2015-2016;0
Ceuta;FP Grado Superior;Hombres;Centros públicos;2015-2016;0
Ceuta;FP Básica;Mujeres;Centros privados;2016-2017;0
Ceuta;FP Básica;Mujeres;Todos los centros;2016-2017;0
Ceuta;FP Grado Superior;Mujeres;Centros privados;2018-2019;0
Ceuta;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2018-2019;0
Ceuta;FP Grado Medio;Mujeres;Centros privados;2016-2017;0
Ceuta;FP Grado Medio;Hombres;Centros privados;2015-2016;0
Ceuta;FP Grado Superior;Hombres;Centros públicos;2018-2019;0
Ceuta;FP Básica y Grado Medio;Mujeres;Todos los centros;2015-2016;0
Ceuta;FP Básica y Grado Medio;Hombres;Centros privados;2016-2017;0
Ceuta;FP Grado Medio;Hombres;Todos los centros;2016-2017;0
Ceuta;FP Grado Medio;Mujeres;Centros públicos;2018-2019;0
Ceuta;Total FP;Hombres;Centros privados;2016-2017;0
Ceuta;FP Básica;Hombres;Todos los centros;2015-2016;0
Ceuta;Total FP;Mujeres;Centros públicos;2018-2019;0
Ceuta;Total FP;Hombres;Centros públicos;2017-2018;0
Ceuta;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2015-2016;0
Ceuta;Total FP;Total;Centros privados;2018-2019;0
Ceuta;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2017-2018;0
Ceuta;Total FP;Hombres;Centros privados;2015-2016;0
Ceuta;FP Básica y Grado Medio;Total;Centros privados;2016-2017;0
Ceuta;FP Grado Superior;Mujeres;Centros públicos;2015-2016;0
Ceuta;FP Básica y Grado Medio;Hombres;Todos los centros;2017-2018;0
Melilla;FP Básica y Grado Medio;Total;Centros públicos;2017-2018;0
Melilla;FP Básica y Grado Medio;Total;Todos los centros;2017-2018;0
Melilla;FP Grado Superior;Mujeres;Centros privados;2018-2019;0
Melilla;FP Grado Medio y FP Grado Superior;Total;Centros privados;2015-2016;0
Melilla;Total FP;Total;Centros privados;2017-2018;0
Melilla;FP Grado Medio y FP Grado Superior;Total;Centros privados;2018-2019;0
Melilla;FP Grado Superior;Total;Todos los centros;2016-2017;0
Melilla;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2018-2019;0
Melilla;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2015-2016;0
Melilla;FP Básica;Hombres;Todos los centros;2016-2017;0
Melilla;FP Grado Medio;Total;Centros privados;2018-2019;0
Melilla;FP Básica;Hombres;Centros públicos;2016-2017;0
Melilla;FP Básica;Total;Centros públicos;2017-2018;0
Melilla;FP Básica;Total;Centros privados;2017-2018;0
Melilla;FP Básica y Grado Medio;Total;Centros públicos;2016-2017;0
Melilla;FP Grado Medio;Hombres;Centros públicos;2018-2019;0
Melilla;FP Básica y Grado Medio;Hombres;Centros públicos;2016-2017;0
Melilla;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2016-2017;0
Melilla;FP Grado Superior;Hombres;Centros públicos;2016-2017;0
Melilla;FP Básica;Total;Todos los centros;2016-2017;0
Melilla;FP Básica y Grado Medio;Total;Centros públicos;2018-2019;0
Melilla;Total FP;Total;Centros privados;2016-2017;0
Melilla;FP Básica y Grado Medio;Hombres;Todos los centros;2018-2019;0
Melilla;FP Grado Medio;Total;Centros privados;2017-2018;0
Melilla;Total FP;Mujeres;Centros públicos;2017-2018;0
Melilla;FP Grado Medio;Total;Todos los centros;2018-2019;0
Melilla;FP Grado Superior;Mujeres;Todos los centros;2015-2016;0
Melilla;FP Grado Superior;Mujeres;Centros privados;2017-2018;0
Melilla;Total FP;Total;Centros públicos;2016-2017;0
Melilla;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2017-2018;0
Melilla;Total FP;Hombres;Centros privados;2017-2018;0
Melilla;FP Grado Medio;Hombres;Centros públicos;2015-2016;0
Melilla;FP Grado Superior;Total;Centros públicos;2015-2016;0
Melilla;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2016-2017;0
Melilla;Total FP;Mujeres;Centros privados;2015-2016;0
Melilla;FP Básica y Grado Medio;Mujeres;Centros privados;2017-2018;0
Melilla;FP Grado Medio;Total;Centros privados;2015-2016;0
Melilla;FP Grado Superior;Total;Centros públicos;2016-2017;0
Melilla;FP Grado Superior;Hombres;Centros privados;2018-2019;0
Melilla;FP Grado Medio;Mujeres;Todos los centros;2015-2016;0
Melilla;FP Grado Superior;Mujeres;Centros privados;2015-2016;0
Melilla;FP Básica;Mujeres;Centros privados;2017-2018;0
Melilla;FP Básica;Hombres;Centros privados;2017-2018;0
Melilla;FP Grado Superior;Total;Todos los centros;2015-2016;0
Melilla;FP Básica;Mujeres;Centros privados;2018-2019;0
